origen,destino,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,es_urgente,presupuesto,transporte_optimo
Tricentenario,Cisneros,4.0,Miercoles,15,0,0,1,bajo,Taxi
Industriales,Sabaneta,3.5,Miercoles,4,0,0,1,bajo,Taxi
Hospital,San Antonio,7.6,Viernes,7,1,0,1,alto,Taxi
San Javier,Envigado,4.4,Viernes,21,0,0,1,medio,Taxi
Poblado,Acevedo,17.8,Domingo,8,1,1,0,bajo,Bus
Sabaneta,La Estrella,5.9,Domingo,10,0,1,1,medio,Taxi
Envigado,Cisneros,14.9,Domingo,11,1,1,0,alto,Metro
Bello,Santa Lucia,9.8,Jueves,21,0,0,0,alto,Bus
Niquia,Caribe,1.9,Lunes,15,0,0,1,medio,Taxi
Santa Lucia,Universidad,9.0,Martes,18,1,0,0,medio,Metro
Acevedo,Hospital,6.1,Sabado,15,0,1,0,bajo,Bus
Bello,Parque Berrio,3.7,Viernes,3,0,0,0,alto,Metro
Estadio,Itagui,10.0,Jueves,23,0,0,1,alto,Taxi
Poblado,Niquia,4.8,Lunes,23,0,0,0,medio,Metro
Poblado,Aguacatala,15.9,Martes,1,0,0,0,alto,Bus
Universidad,Santa Lucia,3.4,Miercoles,23,0,0,1,alto,Taxi
Estadio,Industriales,5.2,Martes,1,0,0,0,medio,Metro
La Estrella,Prado,7.1,Miercoles,14,1,0,1,alto,Taxi
Cisneros,Niquia,17.7,Martes,17,1,0,0,medio,Bus
Acevedo,Suramericana,5.4,Miercoles,7,1,0,1,medio,Taxi
Aguacatala,Parque Berrio,2.7,Jueves,7,1,0,1,medio,Taxi
Acevedo,Madera,13.9,Lunes,8,1,0,1,medio,Taxi
Hospital,Itagui,9.5,Domingo,9,0,1,1,bajo,Taxi
Caribe,Niquia,9.4,Miercoles,1,0,0,1,alto,Taxi
Madera,Santa Lucia,18.5,Sabado,15,0,1,1,bajo,Taxi
Aguacatala,Poblado,3.6,Martes,9,0,0,1,bajo,Taxi
Cisneros,Industriales,9.9,Domingo,15,0,1,1,alto,Taxi
Alpujarra,Parque Berrio,18.9,Sabado,10,0,1,1,medio,Taxi
Alpujarra,Universidad,4.9,Miercoles,6,1,0,0,bajo,Bus
Cisneros,Ayura,19.2,Domingo,8,1,1,1,alto,Taxi
Industriales,Alpujarra,6.9,Jueves,7,1,0,1,alto,Taxi
Envigado,Parque Berrio,15.6,Viernes,14,1,0,0,bajo,Bus
San Javier,La Estrella,3.4,Martes,15,0,0,0,alto,Bus
La Estrella,Cisneros,13.6,Sabado,11,1,1,0,bajo,Bus
Suramericana,Aguacatala,10.1,Sabado,2,0,1,1,medio,Taxi
Floresta,Acevedo,16.0,Miercoles,12,1,0,0,alto,Taxi
Madera,Cisneros,13.9,Lunes,17,1,0,1,alto,Taxi
Acevedo,La Estrella,1.4,Sabado,0,0,1,0,bajo,Bus
San Javier,Parque Berrio,7.3,Miercoles,19,1,0,1,bajo,Taxi
Suramericana,Ayura,9.6,Jueves,23,0,0,1,medio,Taxi
Parque Berrio,Santa Lucia,7.5,Lunes,10,0,0,0,bajo,Bus
Poblado,Bello,18.2,Viernes,20,0,0,0,medio,Taxi
Sabaneta,Parque Berrio,19.7,Martes,12,1,0,1,medio,Taxi
Alpujarra,Prado,15.5,Jueves,22,0,0,0,bajo,Bus
Poblado,La Estrella,2.9,Lunes,12,1,0,0,alto,Bus
San Javier,Itagui,15.1,Jueves,8,1,0,1,medio,Taxi
San Javier,Tricentenario,7.7,Domingo,21,0,1,0,medio,Bus
San Antonio,Exposiciones,5.1,Jueves,4,0,0,1,bajo,Taxi
Suramericana,Niquia,13.2,Domingo,22,0,1,0,bajo,Bus
Cisneros,Poblado,16.0,Sabado,6,1,1,0,bajo,Bus
Madera,Alpujarra,16.2,Miercoles,13,1,0,0,medio,Bus
Prado,Suramericana,14.2,Viernes,14,1,0,0,bajo,Bus
San Javier,Aguacatala,3.8,Miercoles,0,0,0,0,medio,Metro
Hospital,San Antonio,7.3,Domingo,2,0,1,1,medio,Taxi
San Javier,Estadio,13.4,Domingo,5,0,1,0,bajo,Bus
Envigado,Tricentenario,8.5,Domingo,14,1,1,0,bajo,Bus
San Javier,Bello,8.3,Viernes,14,1,0,0,bajo,Bus
San Javier,Cisneros,11.5,Miercoles,0,0,0,1,bajo,Taxi
Santa Lucia,Tricentenario,3.2,Jueves,10,0,0,0,alto,Metro
Alpujarra,La Estrella,6.3,Domingo,23,0,1,1,medio,Taxi
Ayura,Caribe,12.4,Sabado,13,1,1,1,medio,Taxi
Niquia,Prado,16.0,Lunes,7,1,0,0,alto,Metro
Sabaneta,Tricentenario,15.2,Martes,0,0,0,1,bajo,Taxi
Madera,Industriales,5.6,Jueves,18,1,0,1,medio,Taxi
Niquia,San Antonio,5.9,Martes,12,1,0,1,alto,Taxi
Floresta,Envigado,9.2,Lunes,13,1,0,1,medio,Taxi
Alpujarra,Caribe,9.4,Miercoles,1,0,0,1,bajo,Taxi
Floresta,Caribe,10.9,Lunes,14,1,0,0,alto,Metro
Sabaneta,Santa Lucia,14.6,Jueves,11,1,0,1,medio,Taxi
Floresta,Tricentenario,8.1,Domingo,20,0,1,1,medio,Taxi
Aguacatala,Tricentenario,12.4,Domingo,5,0,1,1,alto,Taxi
Cisneros,Prado,18.0,Miercoles,16,0,0,0,bajo,Bus
La Estrella,Estadio,8.1,Martes,11,1,0,1,bajo,Taxi
La Estrella,Bello,2.6,Viernes,1,0,0,0,bajo,Taxi
Universidad,Aguacatala,14.9,Viernes,6,1,0,0,bajo,Bus
Caribe,Estadio,11.0,Domingo,3,0,1,1,bajo,Taxi
Parque Berrio,Prado,17.8,Jueves,20,0,0,1,alto,Taxi
Exposiciones,Universidad,11.1,Miercoles,22,0,0,1,medio,Taxi
Sabaneta,Suramericana,1.6,Domingo,3,0,1,0,bajo,Bus
Ayura,Parque Berrio,2.2,Domingo,10,0,1,1,bajo,Taxi
Estadio,Sabaneta,3.1,Jueves,17,1,0,0,medio,Bus
Sabaneta,Estadio,1.7,Martes,8,1,0,0,medio,Caminando
Santa Lucia,La Estrella,17.8,Miercoles,5,0,0,1,medio,Taxi
Ayura,Suramericana,1.5,Jueves,9,0,0,1,medio,Taxi
Tricentenario,La Estrella,1.2,Domingo,2,0,1,1,alto,Taxi
Exposiciones,Poblado,4.3,Miercoles,22,0,0,1,medio,Taxi
Alpujarra,La Estrella,13.9,Lunes,17,1,0,0,alto,Bus
Suramericana,La Estrella,11.0,Lunes,13,1,0,1,medio,Taxi
Envigado,Industriales,10.6,Lunes,21,0,0,1,bajo,Taxi
Sabaneta,La Estrella,7.3,Miercoles,2,0,0,0,medio,Taxi
Tricentenario,San Antonio,7.0,Martes,19,1,0,1,bajo,Taxi
Bello,Sabaneta,13.7,Sabado,16,0,1,1,medio,Taxi
Poblado,San Antonio,13.7,Domingo,14,1,1,1,alto,Taxi
Hospital,Cisneros,5.2,Jueves,0,0,0,0,bajo,Bus
Itagui,San Javier,19.1,Miercoles,3,0,0,0,alto,Taxi
San Javier,Aguacatala,4.9,Sabado,11,1,1,1,bajo,Taxi
Santa Lucia,Ayura,1.1,Viernes,21,0,0,0,medio,Bus
Cisneros,Prado,9.9,Domingo,5,0,1,0,alto,Bus
San Javier,Poblado,2.2,Domingo,11,1,1,1,alto,Taxi
Caribe,Bello,4.3,Domingo,15,0,1,0,alto,Bus
Acevedo,Caribe,5.7,Domingo,2,0,1,1,medio,Taxi
Cisneros,Niquia,15.0,Domingo,13,1,1,0,medio,Taxi
Envigado,Poblado,11.3,Sabado,3,0,1,1,alto,Taxi
Industriales,Madera,7.9,Viernes,23,0,0,0,medio,Taxi
San Antonio,Alpujarra,9.2,Martes,2,0,0,1,alto,Taxi
Santa Lucia,Parque Berrio,15.5,Viernes,19,1,0,1,alto,Taxi
La Estrella,Hospital,4.2,Miercoles,16,0,0,1,alto,Taxi
La Estrella,Ayura,6.6,Sabado,8,1,1,0,alto,Bus
Estadio,Niquia,1.1,Viernes,2,0,0,1,medio,Taxi
Industriales,Prado,15.7,Jueves,14,1,0,1,bajo,Taxi
San Antonio,Madera,12.6,Lunes,6,1,0,1,medio,Taxi
Aguacatala,Alpujarra,7.8,Domingo,21,0,1,0,alto,Taxi
Aguacatala,San Antonio,10.7,Domingo,21,0,1,1,medio,Taxi
Universidad,Tricentenario,7.8,Domingo,8,1,1,1,medio,Taxi
Madera,Cisneros,19.6,Sabado,15,0,1,1,bajo,Taxi
San Javier,Acevedo,5.3,Viernes,9,0,0,0,bajo,Bus
Prado,Floresta,18.8,Miercoles,1,0,0,1,alto,Taxi
Sabaneta,Suramericana,16.5,Lunes,2,0,0,0,bajo,Bus
Acevedo,Prado,7.9,Jueves,16,0,0,0,bajo,Bus
Industriales,Poblado,14.3,Lunes,9,0,0,0,bajo,Bus
Poblado,La Estrella,1.6,Domingo,14,1,1,0,medio,Bus
Itagui,Cisneros,6.4,Miercoles,1,0,0,1,bajo,Taxi
Hospital,San Javier,4.5,Martes,19,1,0,1,alto,Taxi
Ayura,Madera,5.4,Domingo,13,1,1,0,medio,Bus
Bello,Alpujarra,7.1,Viernes,17,1,0,1,alto,Taxi
Caribe,Prado,18.0,Domingo,23,0,1,0,alto,Metro
Poblado,Bello,1.7,Jueves,17,1,0,0,medio,Bus
Madera,Estadio,14.9,Miercoles,11,1,0,0,alto,Taxi
Universidad,Caribe,10.0,Martes,5,0,0,1,bajo,Taxi
Niquia,Tricentenario,12.9,Viernes,5,0,0,1,medio,Taxi
Santa Lucia,Universidad,15.1,Domingo,22,0,1,1,medio,Taxi
Niquia,La Estrella,3.0,Viernes,0,0,0,0,medio,Metro
Niquia,Exposiciones,13.2,Sabado,8,1,1,1,alto,Taxi
Acevedo,Niquia,18.5,Viernes,22,0,0,0,bajo,Bus
Industriales,Envigado,8.1,Lunes,1,0,0,1,medio,Taxi
La Estrella,San Javier,2.1,Viernes,4,0,0,0,bajo,Metro
Exposiciones,Poblado,4.5,Sabado,21,0,1,1,alto,Taxi
Exposiciones,Prado,16.9,Jueves,18,1,0,1,medio,Taxi
Tricentenario,Aguacatala,14.5,Lunes,13,1,0,0,alto,Bus
Prado,Estadio,16.2,Sabado,7,1,1,1,alto,Taxi
Envigado,Suramericana,2.5,Viernes,6,1,0,0,medio,Bus
Suramericana,La Estrella,9.7,Jueves,9,0,0,0,alto,Metro
Parque Berrio,Aguacatala,2.0,Miercoles,9,0,0,0,medio,Caminando
Industriales,Parque Berrio,18.9,Domingo,8,1,1,1,alto,Taxi
Itagui,Floresta,8.8,Domingo,8,1,1,0,medio,Metro
Industriales,Cisneros,19.6,Jueves,2,0,0,0,medio,Bus
Poblado,Exposiciones,7.6,Jueves,10,0,0,0,alto,Taxi
Sabaneta,Niquia,14.4,Domingo,4,0,1,1,bajo,Taxi
Prado,Universidad,4.5,Domingo,17,1,1,1,medio,Taxi
Bello,Parque Berrio,8.7,Viernes,14,1,0,1,medio,Taxi
Prado,San Javier,15.7,Sabado,23,0,1,0,medio,Metro
Santa Lucia,Acevedo,18.2,Martes,4,0,0,0,medio,Taxi
San Javier,Bello,9.1,Domingo,10,0,1,0,bajo,Bus
Prado,Universidad,4.2,Miercoles,19,1,0,1,medio,Taxi
Caribe,Santa Lucia,1.4,Domingo,1,0,1,1,alto,Taxi
Aguacatala,Santa Lucia,7.2,Viernes,22,0,0,0,medio,Metro
Suramericana,Prado,7.7,Jueves,1,0,0,1,bajo,Taxi
Sabaneta,Acevedo,1.2,Martes,3,0,0,0,bajo,Caminando
San Antonio,Prado,3.7,Jueves,10,0,0,1,alto,Taxi
Alpujarra,Aguacatala,10.1,Domingo,13,1,1,1,alto,Taxi
Exposiciones,Prado,2.4,Viernes,10,0,0,1,bajo,Taxi
Floresta,Ayura,18.1,Miercoles,6,1,0,0,medio,Bus
San Antonio,Envigado,4.1,Sabado,6,1,1,1,bajo,Taxi
Sabaneta,Floresta,12.6,Domingo,20,0,1,0,alto,Metro
Exposiciones,Caribe,4.8,Martes,11,1,0,1,medio,Taxi
Hospital,La Estrella,10.3,Domingo,5,0,1,1,alto,Taxi
Envigado,Hospital,19.0,Domingo,21,0,1,0,medio,Metro
Itagui,Prado,18.4,Martes,18,1,0,0,medio,Bus
Hospital,Aguacatala,17.1,Miercoles,14,1,0,1,bajo,Taxi
Exposiciones,Cisneros,1.3,Sabado,16,0,1,0,alto,Caminando
Prado,Cisneros,9.8,Miercoles,14,1,0,0,bajo,Bus
Poblado,Universidad,14.3,Domingo,15,0,1,0,bajo,Bus
Envigado,Santa Lucia,16.3,Viernes,18,1,0,0,alto,Metro
Prado,Industriales,7.3,Viernes,19,1,0,0,medio,Bus
Universidad,Cisneros,4.4,Lunes,12,1,0,1,medio,Taxi
Cisneros,San Javier,13.2,Lunes,2,0,0,0,alto,Taxi
San Antonio,Aguacatala,2.0,Domingo,2,0,1,0,bajo,Caminando
Acevedo,Itagui,7.1,Miercoles,3,0,0,0,alto,Metro
Floresta,Industriales,15.4,Martes,1,0,0,1,medio,Taxi
Tricentenario,Exposiciones,16.2,Martes,16,0,0,1,bajo,Taxi
Aguacatala,Ayura,14.4,Domingo,12,1,1,1,medio,Taxi
Bello,Poblado,8.9,Miercoles,4,0,0,1,medio,Taxi
Parque Berrio,Alpujarra,6.7,Jueves,10,0,0,0,alto,Taxi
Envigado,Exposiciones,14.2,Miercoles,16,0,0,0,bajo,Bus
Floresta,Prado,4.4,Lunes,23,0,0,1,medio,Taxi
Sabaneta,Acevedo,9.4,Jueves,18,1,0,0,alto,Bus
Prado,San Javier,11.8,Jueves,5,0,0,1,bajo,Taxi
Industriales,San Antonio,18.8,Viernes,17,1,0,1,alto,Taxi
Sabaneta,Parque Berrio,6.0,Domingo,17,1,1,1,bajo,Taxi
Aguacatala,Hospital,14.4,Jueves,17,1,0,1,bajo,Taxi
Ayura,Hospital,16.2,Domingo,8,1,1,0,bajo,Bus
Madera,Poblado,11.2,Sabado,8,1,1,1,bajo,Taxi
Exposiciones,Hospital,14.0,Miercoles,18,1,0,1,medio,Taxi
Poblado,Cisneros,7.4,Martes,10,0,0,0,bajo,Bus
Estadio,Parque Berrio,16.0,Jueves,3,0,0,1,bajo,Taxi
Parque Berrio,Envigado,16.4,Miercoles,4,0,0,1,bajo,Taxi
Ayura,La Estrella,7.0,Miercoles,14,1,0,1,medio,Taxi
Tricentenario,Universidad,15.3,Lunes,3,0,0,0,medio,Bus
Alpujarra,Poblado,4.8,Martes,19,1,0,1,bajo,Taxi
Poblado,Sabaneta,3.2,Lunes,8,1,0,0,medio,Bus
Ayura,Prado,18.0,Domingo,1,0,1,1,alto,Taxi
La Estrella,Sabaneta,15.3,Sabado,11,1,1,0,bajo,Bus
Alpujarra,Madera,3.6,Martes,2,0,0,1,medio,Taxi
Caribe,Cisneros,13.4,Domingo,20,0,1,0,medio,Metro
La Estrella,Exposiciones,8.7,Miercoles,18,1,0,1,medio,Taxi
Aguacatala,Hospital,9.6,Domingo,3,0,1,0,bajo,Bus
San Antonio,Madera,13.7,Jueves,16,0,0,1,alto,Taxi
Industriales,Itagui,11.3,Jueves,20,0,0,0,alto,Bus
Hospital,Madera,17.5,Lunes,16,0,0,0,medio,Bus
Poblado,Acevedo,14.3,Domingo,22,0,1,0,alto,Metro
Madera,Niquia,13.5,Viernes,18,1,0,0,alto,Bus
La Estrella,Prado,18.9,Domingo,6,1,1,1,bajo,Taxi
Cisneros,Prado,18.3,Sabado,10,0,1,0,alto,Taxi
Exposiciones,Aguacatala,11.2,Miercoles,1,0,0,0,alto,Metro
Cisneros,Estadio,9.9,Domingo,14,1,1,1,medio,Taxi
Itagui,Madera,19.7,Sabado,8,1,1,1,alto,Taxi
Envigado,La Estrella,4.1,Lunes,5,0,0,1,alto,Taxi
Alpujarra,Industriales,11.8,Jueves,4,0,0,0,medio,Taxi
Ayura,Madera,6.6,Lunes,2,0,0,0,alto,Metro
Prado,Tricentenario,19.3,Jueves,23,0,0,0,alto,Taxi
Prado,San Antonio,9.8,Jueves,5,0,0,0,medio,Metro
Niquia,San Antonio,2.7,Viernes,5,0,0,1,medio,Taxi
Prado,Parque Berrio,9.0,Miercoles,12,1,0,0,medio,Taxi
Parque Berrio,Alpujarra,10.6,Sabado,13,1,1,1,medio,Taxi
Hospital,Floresta,6.8,Jueves,7,1,0,0,medio,Bus
Hospital,Caribe,10.3,Sabado,8,1,1,0,bajo,Bus
Alpujarra,Estadio,6.1,Viernes,9,0,0,1,medio,Taxi
Sabaneta,Itagui,18.9,Viernes,5,0,0,1,medio,Taxi
Aguacatala,Envigado,15.6,Viernes,8,1,0,0,bajo,Bus
San Javier,Prado,10.0,Miercoles,3,0,0,0,alto,Metro
Itagui,Bello,3.7,Martes,20,0,0,0,medio,Taxi
Estadio,Aguacatala,3.3,Viernes,21,0,0,0,medio,Bus
Hospital,Parque Berrio,11.6,Martes,11,1,0,0,alto,Bus
Estadio,Santa Lucia,16.9,Martes,16,0,0,0,alto,Bus
San Javier,San Antonio,7.4,Martes,1,0,0,0,alto,Taxi
Caribe,Tricentenario,10.9,Domingo,12,1,1,1,alto,Taxi
Prado,Niquia,8.5,Lunes,12,1,0,1,medio,Taxi
Estadio,Caribe,15.8,Miercoles,9,0,0,0,alto,Bus
Ayura,Exposiciones,6.4,Lunes,21,0,0,0,bajo,Bus
Parque Berrio,Madera,19.3,Viernes,3,0,0,1,medio,Taxi
Aguacatala,Exposiciones,6.3,Viernes,21,0,0,0,medio,Bus
Aguacatala,Suramericana,19.0,Jueves,13,1,0,0,alto,Metro
Aguacatala,Cisneros,13.3,Sabado,8,1,1,1,medio,Taxi
Santa Lucia,Estadio,16.4,Domingo,19,1,1,1,bajo,Taxi
Poblado,Exposiciones,18.7,Miercoles,2,0,0,0,alto,Taxi
Alpujarra,Prado,12.3,Martes,17,1,0,0,medio,Bus
Ayura,Estadio,14.0,Lunes,8,1,0,0,alto,Metro
Caribe,Cisneros,5.6,Domingo,1,0,1,0,medio,Metro
Cisneros,Estadio,19.7,Sabado,9,0,1,0,alto,Metro
Bello,Cisneros,10.1,Miercoles,7,1,0,0,alto,Bus
Hospital,Floresta,12.2,Viernes,20,0,0,0,bajo,Bus
Ayura,Industriales,11.2,Domingo,17,1,1,0,medio,Bus
Ayura,Suramericana,7.0,Jueves,2,0,0,1,medio,Taxi
Prado,San Javier,9.8,Miercoles,9,0,0,0,bajo,Bus
Envigado,Madera,19.7,Domingo,11,1,1,1,bajo,Taxi
San Antonio,Santa Lucia,13.4,Miercoles,9,0,0,0,alto,Taxi
Parque Berrio,Hospital,18.3,Miercoles,19,1,0,0,medio,Bus
Poblado,Industriales,4.9,Domingo,8,1,1,1,bajo,Taxi
Prado,Madera,11.7,Jueves,22,0,0,0,medio,Metro
Suramericana,Prado,5.2,Martes,12,1,0,1,bajo,Taxi
Parque Berrio,Bello,14.2,Sabado,2,0,1,0,bajo,Bus
Aguacatala,Poblado,12.6,Viernes,21,0,0,1,medio,Taxi
Floresta,Prado,16.7,Domingo,15,0,1,1,bajo,Taxi
Estadio,Exposiciones,14.8,Miercoles,11,1,0,1,bajo,Taxi
Industriales,San Javier,3.1,Lunes,1,0,0,1,bajo,Taxi
Industriales,Alpujarra,6.6,Sabado,19,1,1,0,medio,Bus
Sabaneta,Santa Lucia,4.0,Martes,11,1,0,0,alto,Taxi
Sabaneta,Poblado,9.9,Viernes,9,0,0,1,alto,Taxi
Tricentenario,Sabaneta,5.5,Domingo,12,1,1,0,bajo,Bus
Aguacatala,Madera,18.7,Lunes,18,1,0,1,medio,Taxi
Exposiciones,San Javier,9.9,Viernes,8,1,0,0,bajo,Bus
Parque Berrio,Sabaneta,3.9,Jueves,15,0,0,1,alto,Taxi
La Estrella,Santa Lucia,6.1,Domingo,14,1,1,1,alto,Taxi
Cisneros,San Javier,3.9,Martes,9,0,0,0,bajo,Bus
Alpujarra,Universidad,1.9,Miercoles,13,1,0,1,medio,Taxi
Ayura,San Antonio,10.9,Lunes,3,0,0,1,bajo,Taxi
Universidad,Bello,19.9,Jueves,21,0,0,0,bajo,Bus
Envigado,Estadio,15.2,Miercoles,18,1,0,0,bajo,Bus
Parque Berrio,Sabaneta,19.8,Domingo,0,0,1,1,alto,Taxi
San Javier,Cisneros,2.0,Sabado,21,0,1,1,alto,Taxi
Caribe,Santa Lucia,2.6,Viernes,23,0,0,0,alto,Bus
Universidad,Cisneros,16.2,Miercoles,5,0,0,1,bajo,Taxi
Industriales,Suramericana,8.9,Miercoles,14,1,0,1,medio,Taxi
Universidad,Tricentenario,14.2,Lunes,14,1,0,1,medio,Taxi
Ayura,Parque Berrio,14.2,Viernes,2,0,0,0,bajo,Bus
Cisneros,Hospital,15.9,Martes,4,0,0,0,alto,Bus
Envigado,Santa Lucia,12.8,Domingo,22,0,1,0,medio,Bus
Acevedo,La Estrella,17.1,Lunes,11,1,0,0,medio,Metro
Alpujarra,Poblado,2.8,Viernes,18,1,0,0,medio,Bus
Sabaneta,Caribe,9.9,Martes,4,0,0,0,bajo,Bus
Niquia,Madera,15.1,Domingo,10,0,1,0,alto,Taxi
Parque Berrio,La Estrella,12.3,Domingo,5,0,1,1,medio,Taxi
Poblado,Universidad,2.9,Miercoles,4,0,0,0,alto,Taxi
Universidad,Madera,9.0,Sabado,10,0,1,1,medio,Taxi
Niquia,Industriales,4.9,Domingo,2,0,1,1,alto,Taxi
San Javier,Santa Lucia,14.1,Domingo,5,0,1,0,medio,Metro
Madera,Prado,18.1,Sabado,21,0,1,0,alto,Bus
Tricentenario,Parque Berrio,5.5,Domingo,0,0,1,1,bajo,Taxi
Envigado,Acevedo,9.8,Miercoles,20,0,0,1,alto,Taxi
Bello,San Antonio,18.9,Sabado,15,0,1,0,bajo,Bus
Floresta,Madera,11.6,Lunes,19,1,0,0,alto,Metro
Santa Lucia,Floresta,18.5,Miercoles,13,1,0,1,medio,Taxi
San Javier,Niquia,3.1,Sabado,16,0,1,0,alto,Bus
Acevedo,Bello,3.7,Miercoles,19,1,0,0,bajo,Bus
Prado,Bello,3.3,Miercoles,18,1,0,0,alto,Bus
Prado,Poblado,16.1,Viernes,18,1,0,0,medio,Metro
Aguacatala,Estadio,16.3,Domingo,18,1,1,0,medio,Metro
Estadio,Aguacatala,4.0,Viernes,19,1,0,0,bajo,Bus
Exposiciones,Santa Lucia,9.3,Viernes,8,1,0,1,medio,Taxi
Universidad,Parque Berrio,17.9,Viernes,0,0,0,0,bajo,Bus
Caribe,Sabaneta,16.7,Viernes,8,1,0,0,bajo,Bus
Alpujarra,Exposiciones,11.7,Martes,21,0,0,1,alto,Taxi
Aguacatala,Hospital,5.5,Domingo,11,1,1,0,medio,Bus
Universidad,Cisneros,17.9,Viernes,9,0,0,1,medio,Taxi
Madera,Bello,11.8,Sabado,9,0,1,1,alto,Taxi
La Estrella,Tricentenario,7.9,Viernes,11,1,0,0,bajo,Bus
Itagui,Bello,8.3,Lunes,21,0,0,0,bajo,Bus
Caribe,Alpujarra,1.2,Martes,2,0,0,1,alto,Taxi
Cisneros,Prado,8.6,Miercoles,14,1,0,1,alto,Taxi
Envigado,Itagui,10.7,Miercoles,14,1,0,1,alto,Taxi
Universidad,Parque Berrio,1.9,Martes,21,0,0,1,alto,Taxi
Tricentenario,Parque Berrio,6.8,Domingo,22,0,1,0,medio,Taxi
Universidad,Alpujarra,18.2,Martes,5,0,0,0,alto,Bus
Prado,Madera,8.6,Sabado,13,1,1,0,medio,Bus
Itagui,Universidad,1.3,Domingo,9,0,1,0,alto,Caminando
Cisneros,La Estrella,4.3,Miercoles,9,0,0,0,bajo,Taxi
Ayura,Bello,17.8,Lunes,17,1,0,0,bajo,Bus
Exposiciones,Sabaneta,4.2,Lunes,18,1,0,0,medio,Bus
San Antonio,Tricentenario,14.8,Martes,10,0,0,0,medio,Taxi
Parque Berrio,Santa Lucia,16.1,Lunes,0,0,0,0,medio,Metro
Tricentenario,Acevedo,1.7,Jueves,19,1,0,0,medio,Caminando
Niquia,Bello,10.8,Miercoles,14,1,0,0,bajo,Bus
Hospital,Caribe,13.8,Martes,8,1,0,1,medio,Taxi
Madera,La Estrella,2.2,Miercoles,4,0,0,1,medio,Taxi
Suramericana,Caribe,15.9,Domingo,6,1,1,0,bajo,Bus
Caribe,Alpujarra,19.8,Lunes,15,0,0,1,bajo,Taxi
Ayura,Bello,16.9,Miercoles,16,0,0,1,alto,Taxi
Suramericana,Sabaneta,18.6,Miercoles,22,0,0,0,alto,Taxi
Estadio,Tricentenario,4.2,Lunes,22,0,0,1,bajo,Taxi
Cisneros,Exposiciones,8.5,Jueves,7,1,0,0,alto,Bus
Cisneros,San Antonio,18.8,Jueves,16,0,0,1,alto,Taxi
Cisneros,Tricentenario,3.2,Martes,23,0,0,1,alto,Taxi
Exposiciones,Hospital,15.0,Viernes,8,1,0,0,bajo,Bus
Exposiciones,Santa Lucia,6.8,Sabado,8,1,1,1,bajo,Taxi
Bello,Acevedo,17.1,Sabado,6,1,1,0,medio,Bus
Poblado,Industriales,7.3,Sabado,7,1,1,1,alto,Taxi
La Estrella,Prado,4.6,Jueves,18,1,0,0,bajo,Bus
Industriales,Floresta,12.2,Viernes,23,0,0,0,medio,Metro
Hospital,Niquia,13.7,Jueves,0,0,0,1,bajo,Taxi
Acevedo,Universidad,19.9,Jueves,19,1,0,1,alto,Taxi
Cisneros,Poblado,9.2,Miercoles,23,0,0,1,medio,Taxi
Poblado,Tricentenario,9.7,Viernes,17,1,0,0,bajo,Bus
Floresta,Caribe,15.2,Miercoles,2,0,0,1,medio,Taxi
Tricentenario,Hospital,3.5,Miercoles,17,1,0,0,bajo,Bus
Cisneros,Ayura,19.2,Viernes,9,0,0,1,bajo,Taxi
Estadio,Alpujarra,13.6,Martes,5,0,0,1,alto,Taxi
Poblado,Floresta,17.3,Miercoles,22,0,0,0,alto,Bus
Madera,San Antonio,13.1,Martes,3,0,0,0,medio,Metro
Bello,Floresta,16.4,Jueves,9,0,0,0,alto,Bus
Poblado,Itagui,10.7,Miercoles,4,0,0,0,bajo,Bus
Alpujarra,Universidad,8.0,Domingo,13,1,1,1,bajo,Taxi
Universidad,Poblado,13.5,Miercoles,23,0,0,0,bajo,Bus
Sabaneta,Niquia,4.1,Viernes,3,0,0,1,medio,Taxi
Sabaneta,La Estrella,14.7,Martes,13,1,0,1,alto,Taxi
Niquia,Santa Lucia,11.8,Miercoles,5,0,0,0,alto,Metro
Ayura,La Estrella,10.3,Sabado,1,0,1,1,medio,Taxi
Universidad,Bello,7.8,Martes,18,1,0,1,bajo,Taxi
Ayura,Poblado,8.0,Martes,10,0,0,0,medio,Bus
Suramericana,Estadio,16.2,Miercoles,20,0,0,1,bajo,Taxi
Parque Berrio,Tricentenario,11.6,Sabado,16,0,1,0,alto,Taxi
Alpujarra,San Javier,5.3,Lunes,9,0,0,1,alto,Taxi
Santa Lucia,Sabaneta,16.4,Miercoles,14,1,0,0,medio,Bus
Itagui,La Estrella,1.7,Viernes,9,0,0,1,alto,Taxi
Prado,La Estrella,15.3,Domingo,11,1,1,0,bajo,Bus
San Antonio,Exposiciones,7.5,Miercoles,20,0,0,0,medio,Taxi
Caribe,San Antonio,14.9,Lunes,18,1,0,0,bajo,Bus
La Estrella,Sabaneta,9.9,Lunes,5,0,0,1,alto,Taxi
Floresta,Hospital,17.5,Viernes,5,0,0,0,alto,Taxi
Estadio,Madera,8.1,Lunes,18,1,0,1,medio,Taxi
Industriales,La Estrella,18.6,Martes,18,1,0,0,alto,Bus
Cisneros,Hospital,3.9,Lunes,16,0,0,1,bajo,Taxi
San Javier,Niquia,3.4,Martes,6,1,0,1,medio,Taxi
Tricentenario,Universidad,18.5,Sabado,18,1,1,1,bajo,Taxi
