origen,destino,tipo_transporte,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,fecha,clima
Industriales,Envigado,Bus,6.5,Viernes,3,0,0,8.7,2800,1,2025-11-28,Lluvia
Estadio,La Estrella,Taxi,6.4,Viernes,16,0,0,37.5,8620,1,2025-07-04,Soleado
Estadio,La Estrella,Caminando,3.4,Sabado,4,0,1,6.7,0,1,2025-01-11,Soleado
Exposiciones,Estadio,Metro,11.7,Sabado,3,0,1,6.7,3200,1,2025-11-01,Nublado
Exposiciones,Aguacatala,Cable,4.9,Viernes,11,1,0,20.8,0,1,2025-11-21,Nublado
San Javier,La Estrella,Caminando,11.3,Martes,9,0,0,42.8,0,0,2025-11-18,Tormenta
Suramericana,Caribe,Metro,12.8,Viernes,0,0,0,16.3,3200,1,2025-03-14,Soleado
Cisneros,Hospital,Cable,5.0,Jueves,10,0,0,16.5,0,1,2025-12-11,Nublado
Floresta,Santa Lucia,Cable,14.1,Viernes,21,0,0,45.5,0,1,2025-02-28,Lluvia
Alpujarra,Niquia,Caminando,9.8,Lunes,1,0,0,40.8,0,0,2025-01-27,Lluvia
Parque Berrio,Ayura,Bus,2.9,Miercoles,13,1,0,7.4,3360,1,2025-06-11,Tormenta
La Estrella,Madera,Metro,4.7,Domingo,0,0,1,2.7,3200,1,2025-11-09,Tormenta
San Javier,Parque Berrio,Cable,6.9,Miercoles,4,0,0,23.5,0,1,2025-01-22,Tormenta
Niquia,Universidad,Bus,5.5,Sabado,5,0,1,8.1,2800,1,2025-07-05,Lluvia
Floresta,Madera,Cable,8.6,Lunes,5,0,0,35.9,0,0,2025-08-04,Tormenta
Alpujarra,Prado,Metro,14.7,Miercoles,12,1,0,51.3,3840,1,2025-02-19,Nublado
Envigado,Acevedo,Cable,4.0,Lunes,19,1,0,24.5,0,0,2025-04-07,Soleado
Niquia,Suramericana,Caminando,10.1,Martes,18,1,0,65.0,0,1,2025-03-25,Soleado
Suramericana,Exposiciones,Taxi,12.7,Jueves,8,1,0,123.8,16392,0,2025-07-17,Lluvia
Exposiciones,Caribe,Taxi,13.9,Sabado,17,1,1,60.5,17544,0,2025-01-25,Lluvia
Hospital,Cisneros,Caminando,6.0,Sabado,18,1,1,26.1,0,0,2025-10-25,Nublado
Ayura,Industriales,Metro,9.8,Domingo,4,0,1,8.1,3200,1,2025-01-05,Nublado
San Antonio,Santa Lucia,Taxi,3.6,Viernes,0,0,0,22.7,6380,0,2025-03-14,Tormenta
San Antonio,Sabaneta,Metro,11.9,Jueves,3,0,0,10.6,3200,0,2025-10-02,Soleado
San Antonio,Universidad,Metro,13.5,Domingo,15,0,1,11.0,3200,0,2025-08-10,Nublado
Envigado,Ayura,Taxi,9.9,Viernes,3,0,0,51.1,11420,1,2025-01-10,Soleado
Itagui,San Javier,Metro,12.8,Jueves,10,0,0,15.9,3200,1,2025-01-09,Lluvia
Aguacatala,Parque Berrio,Taxi,1.3,Sabado,22,0,1,4.6,4540,0,2025-06-28,Lluvia
Hospital,Envigado,Cable,8.7,Lunes,15,0,0,27.6,0,0,2025-08-11,Lluvia
Floresta,Cisneros,Taxi,9.5,Jueves,15,0,0,52.2,11100,1,2025-07-31,Tormenta
Caribe,Estadio,Cable,4.1,Domingo,5,0,1,12.3,0,0,2025-04-27,Soleado
Universidad,Santa Lucia,Caminando,5.6,Lunes,18,1,0,28.1,0,0,2025-02-10,Soleado
Prado,Madera,Bus,13.5,Sabado,6,1,1,23.6,3360,1,2025-06-07,Tormenta
Exposiciones,Cisneros,Caminando,1.5,Jueves,20,0,0,4.9,0,1,2025-02-13,Soleado
Aguacatala,Cisneros,Metro,3.6,Domingo,21,0,1,2.3,3200,0,2025-03-23,Nublado
Poblado,Hospital,Caminando,14.6,Viernes,2,0,0,51.7,0,1,2025-01-24,Nublado
Alpujarra,Santa Lucia,Cable,6.8,Lunes,13,1,0,28.3,0,1,2025-03-03,Tormenta
Caribe,Niquia,Cable,8.5,Martes,8,1,0,52.8,0,0,2025-04-15,Lluvia
Acevedo,Parque Berrio,Taxi,7.3,Sabado,13,1,1,48.6,11208,0,2025-06-28,Tormenta
Ayura,Itagui,Taxi,6.6,Viernes,5,0,0,34.2,8780,1,2025-10-31,Lluvia
Hospital,Itagui,Bus,8.7,Viernes,3,0,0,14.3,2800,0,2025-01-24,Soleado
Exposiciones,Alpujarra,Cable,13.5,Lunes,16,0,0,53.8,0,1,2025-01-06,Soleado
Estadio,San Javier,Bus,12.3,Domingo,9,0,1,12.8,2800,1,2025-05-25,Soleado
Poblado,Universidad,Taxi,14.0,Domingo,12,1,1,88.6,17640,0,2025-12-21,Tormenta
Cisneros,Universidad,Metro,10.7,Jueves,18,1,0,17.0,3840,0,2025-05-15,Nublado
Itagui,Estadio,Bus,5.3,Miercoles,23,0,0,7.1,2800,0,2025-09-24,Nublado
Prado,Sabaneta,Metro,5.0,Martes,2,0,0,5.0,3200,0,2025-12-02,Nublado
Envigado,Floresta,Cable,13.3,Domingo,3,0,1,39.2,0,1,2025-10-12,Nublado
La Estrella,Aguacatala,Caminando,6.1,Sabado,17,1,1,26.7,0,1,2025-02-22,Nublado
Bello,Universidad,Metro,1.9,Domingo,12,1,1,1.6,3840,0,2025-04-13,Soleado
Floresta,Aguacatala,Caminando,3.2,Jueves,12,1,0,16.7,0,1,2025-08-21,Nublado
Industriales,Floresta,Taxi,1.1,Lunes,16,0,0,6.3,4380,1,2025-09-29,Tormenta
Envigado,Madera,Bus,7.2,Lunes,16,0,0,13.4,2800,0,2025-09-29,Nublado
Estadio,Bello,Caminando,10.0,Viernes,5,0,0,35.3,0,0,2025-03-21,Nublado
Itagui,San Antonio,Bus,4.4,Lunes,18,1,0,14.1,3360,0,2025-08-04,Lluvia
Cisneros,Ayura,Cable,5.8,Jueves,21,0,0,23.2,0,0,2025-02-20,Nublado
Hospital,Bello,Cable,1.9,Sabado,17,1,1,7.2,0,1,2025-09-13,Soleado
Prado,Floresta,Metro,4.6,Miercoles,17,1,0,7.0,3840,0,2025-03-19,Nublado
Bello,Itagui,Bus,8.7,Domingo,4,0,1,9.7,2800,1,2025-08-03,Tormenta
Envigado,San Javier,Caminando,7.7,Miercoles,22,0,0,23.4,0,0,2025-08-06,Tormenta
Industriales,Niquia,Cable,10.0,Lunes,19,1,0,57.6,0,0,2025-04-07,Soleado
Industriales,Alpujarra,Cable,9.3,Viernes,2,0,0,28.7,0,0,2025-05-30,Tormenta
Santa Lucia,Hospital,Bus,6.8,Lunes,23,0,0,9.6,2800,1,2025-09-01,Nublado
San Antonio,Ayura,Cable,13.4,Jueves,22,0,0,43.8,0,0,2025-09-04,Lluvia
Ayura,Hospital,Cable,7.2,Viernes,17,1,0,34.4,0,0,2025-02-07,Nublado
Estadio,Sabaneta,Cable,4.8,Lunes,9,0,0,15.4,0,0,2025-01-20,Tormenta
Aguacatala,San Javier,Metro,12.4,Viernes,3,0,0,11.0,3200,0,2025-03-21,Soleado
Exposiciones,Suramericana,Metro,11.1,Jueves,7,1,0,15.1,3840,1,2025-01-02,Nublado
Cisneros,Suramericana,Caminando,7.9,Jueves,9,0,0,22.3,0,0,2025-01-16,Soleado
Ayura,Estadio,Cable,1.2,Viernes,10,0,0,4.0,0,0,2025-06-13,Tormenta
Niquia,Ayura,Caminando,10.5,Miercoles,19,1,0,48.2,0,1,2025-04-16,Tormenta
Suramericana,Alpujarra,Caminando,13.6,Jueves,5,0,0,37.8,0,0,2025-05-29,Lluvia
Alpujarra,San Antonio,Cable,4.0,Miercoles,16,0,0,11.7,0,1,2025-06-04,Tormenta
San Javier,Estadio,Metro,13.2,Martes,12,1,0,19.2,3840,1,2025-06-24,Lluvia
Acevedo,Bello,Caminando,11.4,Domingo,0,0,1,33.6,0,0,2025-07-27,Soleado
San Javier,San Antonio,Bus,6.7,Lunes,14,1,0,20.1,3360,1,2025-02-10,Lluvia
Exposiciones,La Estrella,Cable,8.1,Viernes,18,1,0,38.3,0,0,2025-12-26,Tormenta
Sabaneta,Poblado,Taxi,4.7,Sabado,10,0,1,19.6,7260,1,2025-08-23,Nublado
Industriales,Niquia,Taxi,12.4,Jueves,7,1,0,88.8,16104,0,2025-04-10,Tormenta
Exposiciones,Estadio,Metro,8.2,Martes,22,0,0,9.7,3200,1,2025-10-07,Soleado
Parque Berrio,San Javier,Metro,14.1,Miercoles,13,1,0,22.5,3840,1,2025-04-09,Tormenta
Acevedo,Sabaneta,Bus,13.1,Martes,19,1,0,28.8,3360,0,2025-08-19,Soleado
Sabaneta,San Javier,Taxi,10.6,Sabado,6,1,1,46.9,14376,0,2025-05-31,Lluvia
San Antonio,Aguacatala,Caminando,13.9,Domingo,19,1,1,50.5,0,0,2025-11-09,Tormenta
Tricentenario,Prado,Metro,14.2,Martes,20,0,0,13.8,3200,0,2025-07-15,Tormenta
Santa Lucia,Madera,Taxi,2.4,Martes,1,0,0,12.0,5420,0,2025-02-25,Tormenta
Sabaneta,Alpujarra,Caminando,11.4,Miercoles,22,0,0,44.1,0,0,2025-12-03,Tormenta
Aguacatala,Universidad,Cable,7.6,Lunes,18,1,0,36.6,0,0,2025-02-10,Nublado
Niquia,La Estrella,Taxi,13.9,Sabado,8,1,1,78.0,17544,0,2025-06-21,Lluvia
Universidad,Itagui,Caminando,6.7,Miercoles,12,1,0,31.5,0,0,2025-03-12,Tormenta
Aguacatala,Prado,Caminando,9.4,Miercoles,13,1,0,37.8,0,0,2025-09-24,Nublado
Itagui,Madera,Taxi,5.5,Martes,17,1,0,33.8,9480,0,2025-03-04,Soleado
San Javier,Parque Berrio,Taxi,3.6,Miercoles,14,1,0,22.3,7656,0,2025-05-14,Lluvia
Floresta,Tricentenario,Cable,1.9,Miercoles,13,1,0,9.2,0,0,2025-10-15,Tormenta
Prado,Bello,Cable,9.6,Jueves,2,0,0,40.5,0,1,2025-06-12,Tormenta
Envigado,Caribe,Caminando,6.8,Jueves,7,1,0,43.3,0,1,2025-01-16,Soleado
Envigado,San Javier,Taxi,7.4,Miercoles,15,0,0,46.1,9420,1,2025-10-01,Nublado
Itagui,San Javier,Caminando,14.8,Lunes,19,1,0,73.8,0,0,2025-04-21,Tormenta
Santa Lucia,Suramericana,Taxi,2.3,Sabado,12,1,1,15.6,6408,1,2025-12-13,Tormenta
Caribe,Poblado,Cable,2.0,Jueves,23,0,0,8.3,0,0,2025-08-14,Tormenta
Universidad,Cisneros,Caminando,14.1,Lunes,7,1,0,61.4,0,1,2025-03-03,Tormenta
Parque Berrio,Niquia,Caminando,6.1,Sabado,12,1,1,25.9,0,0,2025-05-10,Lluvia
Hospital,Industriales,Taxi,14.5,Domingo,7,1,1,85.6,18120,1,2025-05-18,Tormenta
Exposiciones,Caribe,Metro,12.9,Sabado,20,0,1,10.4,3200,0,2025-10-04,Lluvia
Ayura,Caribe,Caminando,12.5,Domingo,0,0,1,28.5,0,0,2025-01-05,Lluvia
La Estrella,Alpujarra,Cable,9.4,Viernes,13,1,0,38.5,0,1,2025-09-26,Nublado
Universidad,Madera,Taxi,14.3,Lunes,9,0,0,89.1,14940,0,2025-03-10,Tormenta
San Antonio,Envigado,Taxi,6.9,Lunes,4,0,0,34.8,9020,0,2025-12-22,Nublado
Aguacatala,Poblado,Caminando,4.3,Sabado,7,1,1,14.5,0,0,2025-04-12,Nublado
Niquia,Acevedo,Caminando,7.3,Domingo,8,1,1,32.7,0,0,2025-05-18,Nublado
Itagui,Floresta,Taxi,4.9,Martes,23,0,0,19.8,7420,0,2025-01-28,Tormenta
Hospital,Santa Lucia,Bus,12.6,Domingo,13,1,1,20.0,3360,0,2025-11-23,Lluvia
Parque Berrio,Poblado,Metro,4.1,Viernes,21,0,0,4.8,3200,0,2025-03-07,Tormenta
San Javier,Caribe,Cable,2.1,Miercoles,9,0,0,7.7,0,0,2025-05-14,Nublado
Santa Lucia,Ayura,Caminando,12.6,Viernes,9,0,0,54.2,0,0,2025-02-28,Lluvia
Cisneros,Caribe,Taxi,2.8,Miercoles,22,0,0,18.1,5740,0,2025-11-19,Soleado
Aguacatala,Floresta,Caminando,14.6,Jueves,7,1,0,75.0,0,1,2025-02-13,Lluvia
Estadio,Bello,Cable,8.0,Jueves,8,1,0,102.7,0,0,2025-12-11,Nublado
San Javier,Prado,Metro,11.8,Viernes,21,0,0,11.9,3200,1,2025-06-27,Tormenta
Sabaneta,Niquia,Cable,11.8,Martes,3,0,0,40.4,0,1,2025-02-25,Nublado
Suramericana,Niquia,Bus,6.3,Domingo,10,0,1,6.7,2800,0,2025-03-02,Lluvia
Cisneros,Estadio,Bus,4.6,Miercoles,0,0,0,6.2,2800,1,2025-10-08,Nublado
Acevedo,Sabaneta,Taxi,4.4,Sabado,15,0,1,19.1,7020,1,2025-01-25,Soleado
Bello,Prado,Taxi,14.2,Viernes,23,0,0,83.3,14860,0,2025-11-21,Soleado
San Antonio,Santa Lucia,Taxi,14.2,Martes,11,1,0,123.8,17832,1,2025-12-30,Lluvia
Sabaneta,Aguacatala,Taxi,8.6,Miercoles,11,1,0,58.7,12456,1,2025-07-16,Nublado
Sabaneta,Itagui,Taxi,9.1,Jueves,2,0,0,44.4,10780,0,2025-04-17,Lluvia
Estadio,Poblado,Caminando,12.0,Jueves,16,0,0,42.6,0,0,2025-08-14,Lluvia
Aguacatala,Caribe,Caminando,8.3,Lunes,19,1,0,33.5,0,0,2025-05-05,Tormenta
Cisneros,Alpujarra,Caminando,6.7,Lunes,16,0,0,26.7,0,1,2025-12-15,Tormenta
Estadio,Parque Berrio,Taxi,10.5,Domingo,5,0,1,36.3,11900,0,2025-08-03,Nublado
Poblado,Acevedo,Caminando,6.0,Lunes,16,0,0,20.5,0,0,2025-11-24,Soleado
San Javier,Tricentenario,Metro,1.6,Sabado,10,0,1,1.1,3200,0,2025-09-06,Tormenta
Parque Berrio,Universidad,Caminando,12.6,Sabado,20,0,1,37.0,0,0,2025-01-11,Nublado
Sabaneta,Caribe,Metro,12.5,Martes,9,0,0,29.4,3200,0,2025-03-18,Tormenta
Madera,Itagui,Caminando,1.9,Jueves,0,0,0,5.3,0,0,2025-12-11,Nublado
Sabaneta,Santa Lucia,Metro,14.0,Martes,19,1,0,26.2,3840,0,2025-07-22,Tormenta
Industriales,Santa Lucia,Cable,14.9,Miercoles,15,0,0,51.9,0,0,2025-05-21,Tormenta
San Antonio,Poblado,Taxi,8.6,Martes,22,0,0,36.7,10380,0,2025-03-11,Nublado
Niquia,San Javier,Metro,2.1,Sabado,23,0,1,1.8,3200,1,2025-02-08,Nublado
Itagui,Bello,Metro,12.3,Miercoles,9,0,0,12.2,3200,0,2025-09-10,Nublado
Bello,Itagui,Cable,8.8,Lunes,9,0,0,33.2,0,0,2025-01-13,Nublado
Tricentenario,San Antonio,Cable,2.6,Sabado,8,1,1,9.0,0,1,2025-05-10,Tormenta
La Estrella,Hospital,Cable,2.0,Jueves,16,0,0,5.7,0,1,2025-08-21,Nublado
Suramericana,Sabaneta,Metro,7.6,Lunes,21,0,0,9.2,3200,0,2025-09-15,Soleado
La Estrella,Acevedo,Cable,11.7,Sabado,23,0,1,25.5,0,0,2025-02-01,Lluvia
Envigado,San Javier,Taxi,9.3,Jueves,11,1,0,86.7,13128,1,2025-08-21,Tormenta
Floresta,San Antonio,Caminando,12.7,Sabado,15,0,1,24.0,0,0,2025-05-24,Nublado
Floresta,Aguacatala,Caminando,5.4,Domingo,17,1,1,25.8,0,0,2025-05-25,Nublado
Universidad,Parque Berrio,Bus,1.4,Lunes,8,1,0,5.5,3360,0,2025-01-13,Tormenta
Alpujarra,San Antonio,Taxi,12.4,Domingo,11,1,1,77.3,16104,1,2025-08-17,Soleado
Industriales,Universidad,Caminando,2.5,Jueves,10,0,0,10.2,0,0,2025-03-13,Nublado
Bello,Hospital,Taxi,7.6,Miercoles,5,0,0,48.6,9580,0,2025-09-17,Nublado
Niquia,Itagui,Metro,8.5,Martes,17,1,0,14.6,3840,0,2025-05-13,Soleado
Acevedo,Universidad,Taxi,5.3,Lunes,0,0,0,32.9,7740,0,2025-09-15,Tormenta
Aguacatala,Tricentenario,Metro,2.5,Viernes,4,0,0,2.5,3200,0,2025-02-21,Soleado
San Javier,Poblado,Cable,2.8,Viernes,7,1,0,13.5,0,0,2025-08-08,Tormenta
Acevedo,Madera,Metro,8.5,Miercoles,0,0,0,9.0,3200,0,2025-08-20,Lluvia
Acevedo,San Antonio,Cable,7.0,Jueves,11,1,0,38.0,0,0,2025-05-01,Nublado
San Antonio,Caribe,Taxi,8.5,Domingo,14,1,1,54.3,12360,0,2025-08-24,Tormenta
Suramericana,Estadio,Bus,2.2,Lunes,18,1,0,6.1,3360,1,2025-12-15,Nublado
San Javier,La Estrella,Bus,2.4,Miercoles,15,0,0,9.6,2800,0,2025-12-03,Soleado
San Javier,Poblado,Metro,9.7,Domingo,20,0,1,8.6,3200,0,2025-06-29,Nublado
Tricentenario,Prado,Metro,13.8,Domingo,9,0,1,8.5,3200,0,2025-11-30,Soleado
Alpujarra,San Javier,Caminando,4.2,Domingo,11,1,1,17.5,0,1,2025-12-28,Nublado
Estadio,San Javier,Caminando,3.6,Martes,0,0,0,14.0,0,0,2025-12-16,Tormenta
Exposiciones,Bello,Bus,5.9,Martes,18,1,0,12.4,3360,1,2025-01-14,Nublado
Prado,Sabaneta,Bus,7.1,Lunes,7,1,0,14.7,3360,0,2025-07-28,Tormenta
Sabaneta,San Javier,Bus,5.1,Lunes,15,0,0,9.8,2800,0,2025-05-26,Tormenta
Tricentenario,Acevedo,Caminando,4.4,Martes,23,0,0,16.3,0,0,2025-09-09,Nublado
Tricentenario,Industriales,Caminando,8.3,Jueves,23,0,0,22.5,0,0,2025-05-01,Lluvia
Acevedo,Poblado,Bus,8.8,Martes,22,0,0,14.3,2800,1,2025-10-14,Nublado
Poblado,Ayura,Bus,5.7,Viernes,3,0,0,8.1,2800,0,2025-04-25,Tormenta
Exposiciones,Industriales,Bus,12.2,Sabado,0,0,1,15.8,2800,0,2025-05-17,Lluvia
Poblado,Industriales,Taxi,6.6,Viernes,4,0,0,36.5,8780,0,2025-04-04,Soleado
Industriales,Sabaneta,Bus,2.0,Martes,15,0,0,2.8,2800,0,2025-02-04,Lluvia
San Antonio,Prado,Cable,1.1,Miercoles,22,0,0,3.0,0,0,2025-01-15,Lluvia
Santa Lucia,Ayura,Metro,5.4,Sabado,13,1,1,5.8,3840,1,2025-09-06,Nublado
Acevedo,Universidad,Cable,8.5,Martes,1,0,0,26.0,0,1,2025-08-12,Nublado
La Estrella,Cisneros,Bus,5.0,Lunes,11,1,0,16.0,3360,0,2025-05-12,Tormenta
Niquia,Santa Lucia,Bus,2.5,Domingo,7,1,1,4.4,3360,0,2025-07-06,Soleado
Suramericana,Prado,Metro,1.5,Sabado,20,0,1,1.0,3200,0,2025-02-22,Nublado
Itagui,San Javier,Metro,14.2,Miercoles,5,0,0,13.6,3200,0,2025-11-19,Soleado
San Javier,Acevedo,Bus,2.9,Sabado,15,0,1,3.5,2800,1,2025-08-23,Lluvia
Exposiciones,San Javier,Caminando,12.7,Lunes,6,1,0,53.9,0,1,2025-06-23,Lluvia
Niquia,Envigado,Metro,12.1,Miercoles,6,1,0,23.3,3840,0,2025-12-03,Nublado
Caribe,Sabaneta,Metro,9.5,Sabado,8,1,1,11.8,3840,0,2025-07-26,Soleado
Tricentenario,Floresta,Caminando,4.5,Martes,14,1,0,19.4,0,0,2025-05-06,Tormenta
Tricentenario,Envigado,Metro,5.5,Viernes,7,1,0,7.3,3840,0,2025-03-28,Soleado
Alpujarra,Sabaneta,Caminando,13.1,Martes,21,0,0,51.7,0,1,2025-01-14,Nublado
Niquia,Bello,Taxi,8.6,Jueves,14,1,0,64.4,12456,0,2025-04-10,Nublado
Suramericana,Floresta,Bus,7.4,Lunes,6,1,0,15.4,3360,1,2025-01-27,Tormenta
Itagui,Estadio,Bus,6.3,Jueves,6,1,0,17.7,3360,0,2025-03-27,Soleado
Alpujarra,Floresta,Metro,7.2,Viernes,17,1,0,13.2,3840,1,2025-10-24,Nublado
Sabaneta,Santa Lucia,Bus,12.9,Lunes,19,1,0,40.8,3360,0,2025-12-22,Lluvia
Envigado,Suramericana,Bus,10.8,Viernes,18,1,0,26.9,3360,0,2025-06-06,Tormenta
La Estrella,San Javier,Taxi,9.5,Miercoles,10,0,0,39.3,11100,0,2025-11-12,Nublado
Hospital,Exposiciones,Taxi,7.4,Viernes,16,0,0,47.5,9420,0,2025-09-26,Lluvia
Exposiciones,San Javier,Bus,13.4,Viernes,16,0,0,18.8,2800,0,2025-11-28,Tormenta
Alpujarra,Universidad,Metro,9.2,Miercoles,20,0,0,7.8,3200,0,2025-12-24,Soleado
Suramericana,San Javier,Caminando,7.6,Lunes,2,0,0,24.4,0,0,2025-06-02,Nublado
Poblado,La Estrella,Caminando,4.8,Martes,21,0,0,19.6,0,1,2025-11-11,Soleado
Envigado,La Estrella,Metro,8.2,Domingo,20,0,1,5.6,3200,0,2025-08-31,Tormenta
Prado,Sabaneta,Taxi,6.9,Miercoles,1,0,0,37.1,9020,0,2025-01-22,Lluvia
Floresta,Envigado,Metro,14.8,Miercoles,21,0,0,18.0,3200,0,2025-09-10,Lluvia
Poblado,Cisneros,Metro,5.0,Martes,18,1,0,6.8,3840,0,2025-02-11,Lluvia
Poblado,San Antonio,Bus,5.6,Miercoles,19,1,0,18.2,3360,0,2025-12-03,Tormenta
Ayura,Niquia,Caminando,1.0,Domingo,13,1,1,3.4,0,1,2025-05-18,Nublado
Exposiciones,Tricentenario,Taxi,9.7,Sabado,5,0,1,43.8,11260,0,2025-12-27,Soleado
Niquia,Caribe,Taxi,6.5,Sabado,18,1,1,38.4,10440,0,2025-03-01,Lluvia
Estadio,Industriales,Metro,10.6,Sabado,11,1,1,13.9,3840,0,2025-11-15,Tormenta
Parque Berrio,Aguacatala,Cable,5.7,Lunes,1,0,0,16.5,0,1,2025-05-05,Soleado
Suramericana,San Javier,Metro,4.5,Domingo,22,0,1,3.5,3200,0,2025-01-19,Soleado
Ayura,Niquia,Taxi,3.2,Lunes,1,0,0,12.9,6060,0,2025-03-10,Lluvia
Poblado,Hospital,Bus,14.0,Domingo,17,1,1,30.0,3360,0,2025-08-10,Lluvia
Floresta,Alpujarra,Taxi,8.8,Jueves,10,0,0,55.9,10540,0,2025-03-13,Tormenta
Estadio,Exposiciones,Taxi,10.2,Domingo,15,0,1,34.1,11660,0,2025-09-14,Nublado
Bello,Madera,Metro,4.7,Lunes,10,0,0,5.3,3200,1,2025-03-31,Lluvia
Poblado,La Estrella,Caminando,9.9,Sabado,4,0,1,29.8,0,0,2025-06-28,Lluvia
Cisneros,Acevedo,Taxi,10.3,Jueves,1,0,0,51.1,11740,0,2025-07-10,Tormenta
Sabaneta,San Antonio,Metro,9.3,Lunes,16,0,0,10.5,3200,0,2025-02-03,Lluvia
La Estrella,Sabaneta,Taxi,3.3,Lunes,18,1,0,26.9,7368,0,2025-06-16,Nublado
La Estrella,Tricentenario,Taxi,12.9,Domingo,19,1,1,84.3,16584,1,2025-02-09,Soleado
Acevedo,Floresta,Cable,5.1,Viernes,22,0,0,20.6,0,0,2025-08-15,Soleado
Itagui,Ayura,Taxi,2.4,Jueves,4,0,0,11.1,5420,0,2025-11-06,Lluvia
Aguacatala,Prado,Caminando,11.9,Miercoles,20,0,0,39.5,0,0,2025-04-16,Nublado
Santa Lucia,Ayura,Cable,10.8,Martes,12,1,0,57.4,0,0,2025-02-11,Lluvia
Floresta,San Antonio,Caminando,3.6,Viernes,1,0,0,14.3,0,0,2025-12-12,Soleado
Santa Lucia,Poblado,Caminando,13.0,Domingo,20,0,1,27.2,0,0,2025-01-19,Soleado
Alpujarra,San Antonio,Cable,13.7,Martes,1,0,0,59.3,0,0,2025-06-03,Lluvia
Sabaneta,Alpujarra,Caminando,6.2,Viernes,13,1,0,38.3,0,1,2025-08-15,Soleado
Hospital,Bello,Cable,13.1,Martes,7,1,0,56.0,0,0,2025-09-23,Lluvia
Itagui,Parque Berrio,Metro,11.7,Sabado,23,0,1,10.6,3200,0,2025-03-29,Nublado
Caribe,Cisneros,Taxi,14.5,Domingo,16,0,1,45.2,15100,0,2025-12-21,Soleado
Acevedo,Suramericana,Cable,4.8,Miercoles,22,0,0,14.5,0,0,2025-04-02,Nublado
Ayura,Industriales,Bus,3.2,Lunes,15,0,0,4.5,2800,0,2025-03-10,Soleado
Tricentenario,Envigado,Metro,11.9,Jueves,12,1,0,21.9,3840,0,2025-01-23,Lluvia
Universidad,Hospital,Taxi,3.5,Lunes,13,1,0,34.1,7560,0,2025-12-15,Nublado
Hospital,Estadio,Taxi,10.9,Miercoles,8,1,0,91.5,14664,0,2025-07-23,Tormenta
Bello,Cisneros,Bus,6.0,Jueves,4,0,0,11.6,2800,0,2025-06-19,Nublado
Alpujarra,Acevedo,Cable,10.4,Sabado,20,0,1,30.6,0,1,2025-03-08,Lluvia
Envigado,Alpujarra,Bus,12.5,Viernes,1,0,0,27.0,2800,0,2025-07-18,Nublado
Caribe,Parque Berrio,Metro,12.2,Viernes,23,0,0,29.0,3200,1,2025-06-13,Soleado
Hospital,La Estrella,Metro,10.2,Viernes,8,1,0,19.2,3840,0,2025-01-03,Nublado
Universidad,Parque Berrio,Metro,11.5,Miercoles,15,0,0,11.6,3200,0,2025-09-17,Nublado
Hospital,Alpujarra,Taxi,8.1,Jueves,12,1,0,66.5,11976,0,2025-07-03,Lluvia
Universidad,La Estrella,Caminando,9.1,Miercoles,9,0,0,24.9,0,0,2025-08-13,Tormenta
Santa Lucia,Universidad,Bus,9.7,Viernes,0,0,0,18.9,2800,0,2025-09-26,Soleado
Itagui,Santa Lucia,Taxi,7.4,Lunes,9,0,0,90.7,9420,0,2025-01-06,Lluvia
Industriales,Santa Lucia,Cable,10.0,Viernes,10,0,0,32.1,0,0,2025-06-27,Tormenta
Suramericana,Floresta,Bus,5.1,Martes,6,1,0,10.5,3360,1,2025-03-25,Nublado
Santa Lucia,Madera,Caminando,12.9,Domingo,1,0,1,31.1,0,0,2025-02-23,Nublado
Exposiciones,Suramericana,Bus,11.7,Martes,18,1,0,35.1,3360,0,2025-06-24,Nublado
Cisneros,Bello,Bus,2.9,Miercoles,12,1,0,6.3,3360,0,2025-10-08,Soleado
Prado,Niquia,Bus,5.2,Sabado,9,0,1,5.3,2800,1,2025-11-22,Lluvia
Hospital,Niquia,Bus,11.8,Martes,22,0,0,27.5,2800,0,2025-04-29,Nublado
Envigado,Santa Lucia,Bus,5.7,Viernes,21,0,0,10.6,2800,0,2025-05-16,Nublado
San Antonio,Hospital,Bus,2.6,Jueves,10,0,0,5.5,2800,1,2025-11-06,Lluvia
Floresta,Santa Lucia,Caminando,12.2,Miercoles,13,1,0,57.5,0,0,2025-05-21,Tormenta
Poblado,Sabaneta,Taxi,13.7,Lunes,12,1,0,82.4,17352,0,2025-04-21,Soleado
Sabaneta,Bello,Cable,1.8,Martes,7,1,0,9.4,0,1,2025-05-06,Lluvia
Industriales,Ayura,Bus,11.4,Lunes,2,0,0,23.9,2800,1,2025-08-04,Nublado
Parque Berrio,Alpujarra,Caminando,10.9,Martes,17,1,0,67.2,0,0,2025-12-09,Nublado
Santa Lucia,Parque Berrio,Bus,4.9,Lunes,4,0,0,7.2,2800,1,2025-09-15,Nublado
Ayura,Hospital,Bus,3.8,Jueves,23,0,0,8.0,2800,0,2025-09-25,Nublado
San Antonio,La Estrella,Metro,10.5,Jueves,4,0,0,12.4,3200,1,2025-07-17,Soleado
Floresta,San Javier,Metro,3.4,Viernes,9,0,0,3.3,3200,0,2025-05-23,Nublado
Prado,Cisneros,Taxi,8.3,Viernes,14,1,0,75.5,12168,0,2025-07-18,Nublado
