estacion,dia_semana,hora,es_hora_pico,es_finde_semana,afluencia_1,afluencia_2,afluencia_3,afluencia_4,afluencia_promedio,capacidad_estacion,porcentaje_ocupacion,tiempo_espera_min,nivel_congestion,clima,evento_especial
Aguacatala,Sabado,17,1,1,584,1401,1741,2170,1474.0,5000,29.5,3.6,Bajo,Tormenta,0
Tricentenario,Jueves,13,1,0,875,2887,1621,1650,1758.2,5000,35.2,9.6,Bajo,Nublado,1
Aguacatala,Martes,10,0,0,1207,1172,1721,1367,1366.8,5000,27.3,9.5,Bajo,Nublado,1
Madera,Martes,1,0,0,463,462,558,357,460.0,5000,9.2,14.8,Bajo,Tormenta,0
Industriales,Sabado,6,1,1,1798,1550,1737,1536,1655.2,5000,33.1,5.3,Bajo,Nublado,0
Floresta,Domingo,19,1,1,1590,830,962,2443,1456.2,5000,29.1,18.6,Bajo,Nublado,1
Niquia,Viernes,0,0,0,828,1400,1108,1300,1159.0,5000,23.2,9.4,Bajo,Lluvia,0
Ayura,Jueves,23,0,0,295,298,285,404,320.5,5000,6.4,4.3,Bajo,Nublado,0
Poblado,Domingo,10,0,1,3775,6654,5155,3497,4770.2,5000,95.4,13.3,Alto,Lluvia,0
Exposiciones,Jueves,5,0,0,390,226,417,422,363.8,5000,7.3,13.8,Bajo,Soleado,1
La Estrella,Miercoles,23,0,0,453,363,256,248,330.0,5000,6.6,8.3,Bajo,Lluvia,1
Poblado,Miercoles,16,0,0,1504,3298,3822,1895,2629.8,5000,52.6,12.1,Medio,Soleado,0
Aguacatala,Jueves,21,0,0,799,747,1219,1097,965.5,5000,19.3,12.1,Bajo,Tormenta,0
Estadio,Lunes,1,0,0,523,342,220,370,363.8,5000,7.3,5.2,Bajo,Tormenta,0
La Estrella,Jueves,13,1,0,2623,2635,3440,2930,2907.0,5000,58.1,3.3,Medio,Tormenta,0
San Antonio,Lunes,17,1,0,2193,2665,2853,7178,3722.2,5000,74.4,7.8,Medio,Tormenta,0
Hospital,Miercoles,7,1,0,3611,1222,2077,762,1918.0,5000,38.4,5.4,Bajo,Soleado,0
Bello,Viernes,10,0,0,1214,2121,983,1856,1543.5,5000,30.9,12.5,Bajo,Lluvia,0
Sabaneta,Miercoles,22,0,0,2110,1017,1093,983,1300.8,5000,26.0,12.9,Bajo,Soleado,0
Itagui,Lunes,9,0,0,1506,1138,634,919,1049.2,5000,21.0,15.0,Bajo,Soleado,1
San Javier,Martes,17,1,0,1381,3055,1692,3418,2386.5,5000,47.7,4.7,Bajo,Soleado,0
Prado,Viernes,15,0,0,810,1916,936,1191,1213.2,5000,24.3,11.4,Bajo,Lluvia,0
Cisneros,Viernes,17,1,0,1860,2903,1220,2370,2088.2,5000,41.8,22.1,Bajo,Nublado,0
Poblado,Viernes,15,0,0,2696,2745,1032,3009,2370.5,5000,47.4,10.3,Bajo,Tormenta,0
San Javier,Martes,1,0,0,326,269,371,512,369.5,5000,7.4,4.1,Bajo,Nublado,0
La Estrella,Lunes,13,1,0,1442,2744,1943,1272,1850.2,5000,37.0,20.4,Bajo,Lluvia,0
Hospital,Sabado,5,0,1,106,118,386,387,249.2,5000,5.0,10.2,Bajo,Lluvia,0
Envigado,Sabado,15,0,1,1014,640,712,846,803.0,5000,16.1,11.2,Bajo,Nublado,0
Poblado,Martes,22,0,0,2329,2170,1317,1847,1915.8,5000,38.3,10.0,Bajo,Tormenta,1
Bello,Lunes,21,0,0,973,993,765,956,921.8,5000,18.4,3.2,Bajo,Soleado,0
Envigado,Viernes,2,0,0,568,397,428,331,431.0,5000,8.6,8.4,Bajo,Lluvia,0
Parque Berrio,Domingo,1,0,1,1127,534,298,512,617.8,5000,12.4,7.9,Bajo,Lluvia,1
Tricentenario,Martes,23,0,0,424,262,146,209,260.2,5000,5.2,5.0,Bajo,Tormenta,0
Acevedo,Viernes,17,1,0,7670,8382,6432,2161,6161.2,5000,123.2,8.0,Alto,Lluvia,0
Sabaneta,Sabado,16,0,1,1269,607,580,1034,872.5,5000,17.4,14.0,Bajo,Soleado,1
Ayura,Domingo,22,0,1,621,921,818,856,804.0,5000,16.1,9.7,Bajo,Lluvia,0
Sabaneta,Lunes,23,0,0,452,527,121,401,375.2,5000,7.5,12.5,Bajo,Nublado,0
Itagui,Domingo,3,0,1,225,82,117,127,137.8,5000,2.8,4.6,Bajo,Nublado,1
San Antonio,Viernes,9,0,0,3601,2276,1755,3544,2794.0,5000,55.9,6.9,Medio,Lluvia,0
Cisneros,Viernes,14,1,0,2228,3599,1746,1114,2171.8,5000,43.4,6.1,Bajo,Soleado,0
La Estrella,Domingo,12,1,1,1397,1005,1572,929,1225.8,5000,24.5,13.2,Bajo,Nublado,0
Niquia,Sabado,16,0,1,2521,2205,2770,2139,2408.8,5000,48.2,10.9,Bajo,Lluvia,0
Suramericana,Sabado,12,1,1,1784,511,2012,1125,1358.0,5000,27.2,9.5,Bajo,Nublado,0
San Javier,Jueves,23,0,0,451,170,286,280,296.8,5000,5.9,2.1,Bajo,Tormenta,0
Ayura,Lunes,20,0,0,617,1155,962,1957,1172.8,5000,23.5,4.2,Bajo,Nublado,0
Industriales,Domingo,10,0,1,511,537,1126,588,690.5,5000,13.8,7.7,Bajo,Nublado,0
Caribe,Lunes,11,1,0,1773,2052,2599,2732,2289.0,5000,45.8,18.8,Bajo,Nublado,0
Acevedo,Domingo,8,1,1,4740,4053,4669,4711,4543.2,5000,90.9,12.3,Alto,Nublado,0
Cisneros,Martes,8,1,0,2113,1164,3208,2348,2208.2,5000,44.2,15.4,Bajo,Lluvia,0
Santa Lucia,Sabado,17,1,1,750,1667,1320,1029,1191.5,5000,23.8,13.4,Bajo,Nublado,0
Ayura,Martes,1,0,0,366,340,359,626,422.8,5000,8.5,7.8,Bajo,Nublado,0
Hospital,Jueves,12,1,0,1671,2986,1205,1414,1819.0,5000,36.4,18.9,Bajo,Tormenta,1
Suramericana,Jueves,4,0,0,172,319,451,370,328.0,5000,6.6,14.5,Bajo,Soleado,0
Aguacatala,Martes,19,1,0,1763,2381,3038,3000,2545.5,5000,50.9,11.0,Medio,Lluvia,0
Hospital,Sabado,22,0,1,593,1044,332,316,571.2,5000,11.4,4.9,Bajo,Tormenta,1
Caribe,Jueves,9,0,0,1408,694,1503,712,1079.2,5000,21.6,3.9,Bajo,Soleado,1
Suramericana,Jueves,10,0,0,1160,1514,648,1013,1083.8,5000,21.7,7.6,Bajo,Nublado,0
San Javier,Miercoles,4,0,0,362,429,417,175,345.8,5000,6.9,8.8,Bajo,Tormenta,0
Envigado,Martes,15,0,0,2245,904,852,1168,1292.2,5000,25.8,13.7,Bajo,Tormenta,0
La Estrella,Martes,8,1,0,1693,2500,782,3416,2097.8,5000,42.0,18.0,Bajo,Soleado,1
Industriales,Miercoles,0,0,0,386,375,576,249,396.5,5000,7.9,2.3,Bajo,Nublado,1
Santa Lucia,Jueves,7,1,0,1623,2947,4208,2824,2900.5,5000,58.0,4.7,Medio,Tormenta,1
La Estrella,Sabado,6,1,1,838,2197,1748,660,1360.8,5000,27.2,21.1,Bajo,Lluvia,0
Alpujarra,Jueves,22,0,0,2176,2245,2137,1972,2132.5,5000,42.6,14.5,Bajo,Tormenta,0
San Javier,Sabado,1,0,1,208,207,320,402,284.2,5000,5.7,5.5,Bajo,Nublado,1
Prado,Viernes,17,1,0,2904,2577,1391,3248,2530.0,5000,50.6,10.5,Medio,Tormenta,0
Acevedo,Viernes,16,0,0,2923,1582,3603,1222,2332.5,5000,46.7,3.1,Bajo,Tormenta,0
Acevedo,Miercoles,11,1,0,5646,3545,1862,6146,4299.8,5000,86.0,18.0,Alto,Lluvia,0
Prado,Lunes,23,0,0,469,515,425,246,413.8,5000,8.3,10.7,Bajo,Tormenta,0
Envigado,Sabado,20,0,1,379,1102,650,448,644.8,5000,12.9,5.6,Bajo,Lluvia,0
Industriales,Sabado,20,0,1,530,957,329,707,630.8,5000,12.6,2.7,Bajo,Tormenta,0
Parque Berrio,Miercoles,5,0,0,467,448,284,368,391.8,5000,7.8,7.8,Bajo,Nublado,0
Prado,Domingo,1,0,1,288,239,244,241,253.0,5000,5.1,5.3,Bajo,Tormenta,0
San Javier,Martes,15,0,0,1692,1674,1089,2249,1676.0,5000,33.5,12.3,Bajo,Lluvia,0
Tricentenario,Lunes,0,0,0,192,327,179,347,261.2,5000,5.2,13.6,Bajo,Soleado,0
Hospital,Domingo,18,1,1,2659,1100,2269,857,1721.2,5000,34.4,8.0,Bajo,Nublado,1
San Antonio,Sabado,17,1,1,1911,1087,1208,4553,2189.8,5000,43.8,18.5,Bajo,Nublado,0
Bello,Martes,16,0,0,1317,1522,1114,1338,1322.8,5000,26.5,4.4,Bajo,Lluvia,1
San Antonio,Domingo,21,0,1,1538,2618,2241,2401,2199.5,5000,44.0,9.6,Bajo,Tormenta,0
Caribe,Jueves,16,0,0,1669,888,1575,1115,1311.8,5000,26.2,14.3,Bajo,Lluvia,0
Madera,Sabado,11,1,1,2080,1792,1441,1847,1790.0,5000,35.8,5.7,Bajo,Soleado,0
Tricentenario,Sabado,7,1,1,2007,649,2187,763,1401.5,5000,28.0,19.8,Bajo,Tormenta,1
La Estrella,Viernes,22,0,0,1841,1024,1027,1189,1270.2,5000,25.4,13.1,Bajo,Soleado,0
La Estrella,Martes,23,0,0,326,536,543,230,408.8,5000,8.2,14.6,Bajo,Tormenta,0
Parque Berrio,Lunes,2,0,0,234,534,350,542,415.0,5000,8.3,7.5,Bajo,Soleado,1
Itagui,Viernes,16,0,0,1794,884,1083,616,1094.2,5000,21.9,6.2,Bajo,Nublado,0
Niquia,Domingo,8,1,1,1259,3824,959,2732,2193.5,5000,43.9,5.8,Bajo,Nublado,0
Bello,Miercoles,13,1,0,3361,2037,1962,1460,2205.0,5000,44.1,13.8,Bajo,Tormenta,1
Universidad,Lunes,0,0,0,225,325,404,558,378.0,5000,7.6,2.6,Bajo,Tormenta,1
Poblado,Jueves,21,0,0,2711,1193,4105,1674,2420.8,5000,48.4,8.6,Bajo,Lluvia,0
Itagui,Jueves,8,1,0,3162,3841,3109,2693,3201.2,5000,64.0,7.0,Medio,Lluvia,0
Prado,Lunes,9,0,0,1003,2040,1582,1501,1531.5,5000,30.6,14.3,Bajo,Lluvia,0
Suramericana,Sabado,2,0,1,349,307,268,297,305.2,5000,6.1,14.3,Bajo,Nublado,1
Niquia,Domingo,3,0,1,200,568,459,448,418.8,5000,8.4,10.0,Bajo,Lluvia,0
San Antonio,Domingo,1,0,1,249,574,246,212,320.2,5000,6.4,11.4,Bajo,Tormenta,0
Universidad,Domingo,12,1,1,1401,1280,907,757,1086.2,5000,21.7,13.1,Bajo,Soleado,1
Acevedo,Sabado,19,1,1,3810,2604,1731,2634,2694.8,5000,53.9,20.0,Medio,Nublado,0
Prado,Martes,5,0,0,333,325,716,448,455.5,5000,9.1,3.2,Bajo,Nublado,0
Parque Berrio,Lunes,18,1,0,3217,2705,4097,2601,3155.0,5000,63.1,14.9,Medio,Soleado,0
Acevedo,Miercoles,16,0,0,3022,1390,2776,5036,3056.0,5000,61.1,9.1,Medio,Lluvia,1
Estadio,Sabado,4,0,1,258,336,81,139,203.5,5000,4.1,12.8,Bajo,Tormenta,0
Exposiciones,Domingo,19,1,1,4407,2516,4805,1578,3326.5,5000,66.5,3.7,Medio,Soleado,1
Caribe,Jueves,19,1,0,3006,918,1031,2403,1839.5,5000,36.8,20.8,Bajo,Tormenta,0
Universidad,Jueves,8,1,0,2348,709,2407,2488,1988.0,5000,39.8,4.5,Bajo,Soleado,0
Envigado,Lunes,11,1,0,1054,2989,2225,1341,1902.2,5000,38.0,21.5,Bajo,Lluvia,0
Estadio,Viernes,20,0,0,1902,760,1126,737,1131.2,5000,22.6,14.1,Bajo,Lluvia,0
Ayura,Domingo,8,1,1,1531,828,1874,1036,1317.2,5000,26.3,21.9,Bajo,Tormenta,0
Prado,Martes,18,1,0,1806,2054,2742,4506,2777.0,5000,55.5,16.3,Medio,Lluvia,0
Santa Lucia,Domingo,5,0,1,340,345,257,301,310.8,5000,6.2,12.2,Bajo,Soleado,1
San Antonio,Viernes,11,1,0,7967,3563,5456,2243,4807.2,5000,96.1,11.4,Alto,Nublado,0
Estadio,Miercoles,7,1,0,2253,1881,3442,1820,2349.0,5000,47.0,19.8,Bajo,Lluvia,0
Cisneros,Viernes,4,0,0,203,659,478,279,404.8,5000,8.1,3.2,Bajo,Tormenta,0
Ayura,Jueves,16,0,0,968,507,745,2101,1080.2,5000,21.6,7.2,Bajo,Tormenta,0
Estadio,Sabado,16,0,1,811,914,393,864,745.5,5000,14.9,8.8,Bajo,Lluvia,0
Sabaneta,Lunes,19,1,0,4253,3120,2395,807,2643.8,5000,52.9,11.2,Medio,Lluvia,0
Santa Lucia,Lunes,15,0,0,1105,1598,746,907,1089.0,5000,21.8,4.0,Bajo,Tormenta,0
Itagui,Martes,1,0,0,285,329,418,145,294.2,5000,5.9,14.9,Bajo,Lluvia,0
Bello,Miercoles,11,1,0,2776,2166,2671,1425,2259.5,5000,45.2,20.1,Bajo,Lluvia,0
Alpujarra,Jueves,16,0,0,3697,1427,2214,2959,2574.2,5000,51.5,9.0,Medio,Nublado,0
La Estrella,Viernes,0,0,0,357,600,586,253,449.0,5000,9.0,2.6,Bajo,Nublado,1
Estadio,Lunes,4,0,0,624,210,510,175,379.8,5000,7.6,13.9,Bajo,Tormenta,1
Aguacatala,Martes,3,0,0,546,182,364,240,333.0,5000,6.7,2.1,Bajo,Soleado,1
Itagui,Viernes,12,1,0,1484,2941,1266,1262,1738.2,5000,34.8,4.6,Bajo,Nublado,0
Universidad,Lunes,19,1,0,1609,1482,2607,2161,1964.8,5000,39.3,7.0,Bajo,Lluvia,0
Caribe,Martes,14,1,0,1372,1481,1945,3505,2075.8,5000,41.5,20.8,Bajo,Lluvia,0
Hospital,Jueves,6,1,0,2861,1124,3108,3302,2598.8,5000,52.0,11.6,Medio,Tormenta,0
Ayura,Sabado,9,0,1,1168,450,344,561,630.8,5000,12.6,4.8,Bajo,Tormenta,0
Cisneros,Domingo,0,0,1,143,89,151,184,141.8,5000,2.8,13.5,Bajo,Lluvia,1
La Estrella,Sabado,20,0,1,497,519,716,815,636.8,5000,12.7,3.1,Bajo,Lluvia,1
Parque Berrio,Miercoles,7,1,0,2248,2628,2911,2293,2520.0,5000,50.4,4.5,Medio,Nublado,0
Cisneros,Sabado,15,0,1,1023,483,419,928,713.2,5000,14.3,13.4,Bajo,Lluvia,0
Bello,Sabado,22,0,1,574,438,787,1123,730.5,5000,14.6,3.3,Bajo,Soleado,0
Cisneros,Martes,18,1,0,2366,1811,2590,1892,2164.8,5000,43.3,15.9,Bajo,Tormenta,0
Bello,Viernes,21,0,0,507,1159,727,1741,1033.5,5000,20.7,10.9,Bajo,Soleado,0
Acevedo,Jueves,9,0,0,854,3997,2886,2506,2560.8,5000,51.2,11.9,Medio,Nublado,0
Envigado,Jueves,15,0,0,1953,1373,1137,1442,1476.2,5000,29.5,13.3,Bajo,Lluvia,0
Universidad,Lunes,14,1,0,1796,4493,2907,4066,3315.5,5000,66.3,17.3,Medio,Lluvia,0
Floresta,Martes,9,0,0,590,1429,2427,1465,1477.8,5000,29.6,14.1,Bajo,Lluvia,0
Sabaneta,Martes,8,1,0,1965,2792,1219,2547,2130.8,5000,42.6,15.2,Bajo,Nublado,1
Caribe,Sabado,19,1,1,850,999,1286,707,960.5,5000,19.2,14.8,Bajo,Tormenta,0
Universidad,Domingo,22,0,1,461,895,486,1293,783.8,5000,15.7,2.2,Bajo,Soleado,1
Prado,Viernes,15,0,0,1122,1595,1137,1486,1335.0,5000,26.7,14.2,Bajo,Lluvia,0
Alpujarra,Sabado,21,0,1,1469,805,1490,1367,1282.8,5000,25.7,10.3,Bajo,Nublado,1
Poblado,Viernes,21,0,0,2923,3462,1803,1367,2388.8,5000,47.8,2.1,Bajo,Soleado,0
Niquia,Domingo,6,1,1,3469,2427,5144,2144,3296.0,5000,65.9,19.5,Medio,Tormenta,1
Niquia,Miercoles,4,0,0,583,737,975,520,703.8,5000,14.1,7.5,Bajo,Soleado,1
Exposiciones,Viernes,20,0,0,1241,1267,1425,800,1183.2,5000,23.7,9.6,Bajo,Soleado,0
San Javier,Martes,8,1,0,1849,2995,1917,2524,2321.2,5000,46.4,6.0,Bajo,Tormenta,0
Madera,Lunes,14,1,0,3028,1699,2401,2960,2522.0,5000,50.4,4.3,Medio,Tormenta,0
Santa Lucia,Sabado,22,0,1,499,709,723,1167,774.5,5000,15.5,10.9,Bajo,Soleado,0
Industriales,Martes,0,0,0,195,708,330,671,476.0,5000,9.5,4.7,Bajo,Nublado,0
Madera,Lunes,9,0,0,1972,1525,1729,1066,1573.0,5000,31.5,9.5,Bajo,Soleado,0
San Javier,Lunes,9,0,0,1932,1524,1396,1345,1549.2,5000,31.0,12.3,Bajo,Soleado,0
Tricentenario,Jueves,21,0,0,736,1071,1501,1188,1124.0,5000,22.5,4.0,Bajo,Nublado,1
Acevedo,Lunes,8,1,0,6230,3221,5303,5540,5073.5,5000,101.5,16.0,Alto,Nublado,1
Aguacatala,Lunes,7,1,0,1358,3288,2225,2377,2312.0,5000,46.2,19.1,Bajo,Nublado,0
Santa Lucia,Lunes,5,0,0,240,347,358,431,344.0,5000,6.9,4.1,Bajo,Tormenta,0
Cisneros,Sabado,14,1,1,1347,1123,2390,765,1406.2,5000,28.1,9.6,Bajo,Tormenta,0
Itagui,Viernes,8,1,0,3140,2806,1591,2324,2465.2,5000,49.3,22.2,Bajo,Tormenta,0
Industriales,Lunes,11,1,0,3612,3146,1457,3388,2900.8,5000,58.0,14.1,Medio,Soleado,0
Envigado,Martes,0,0,0,214,431,301,342,322.0,5000,6.4,13.0,Bajo,Tormenta,0
Caribe,Sabado,13,1,1,1139,969,1255,1599,1240.5,5000,24.8,7.6,Bajo,Nublado,0
San Javier,Miercoles,14,1,0,1947,1636,2363,3392,2334.5,5000,46.7,13.9,Bajo,Soleado,1
Niquia,Viernes,15,0,0,1097,1260,2558,888,1450.8,5000,29.0,12.8,Bajo,Lluvia,1
San Antonio,Martes,10,0,0,2851,2612,2853,2407,2680.8,5000,53.6,12.2,Medio,Soleado,0
Cisneros,Sabado,19,1,1,1413,1342,2596,1749,1775.0,5000,35.5,4.5,Bajo,Soleado,0
Santa Lucia,Jueves,0,0,0,462,664,555,350,507.8,5000,10.2,4.9,Bajo,Nublado,0
Aguacatala,Viernes,16,0,0,617,2317,1641,799,1343.5,5000,26.9,8.3,Bajo,Lluvia,1
Universidad,Jueves,21,0,0,1529,1018,2087,1601,1558.8,5000,31.2,3.4,Bajo,Tormenta,1
Prado,Lunes,6,1,0,1410,1315,2997,995,1679.2,5000,33.6,17.1,Bajo,Soleado,0
San Antonio,Martes,14,1,0,6315,7035,6236,2087,5418.2,5000,108.4,10.7,Alto,Soleado,1
Exposiciones,Domingo,18,1,1,2638,2739,3698,5110,3546.2,5000,70.9,19.7,Medio,Lluvia,1
Santa Lucia,Jueves,14,1,0,1105,2370,1556,2029,1765.0,5000,35.3,10.7,Bajo,Nublado,0
Itagui,Martes,4,0,0,540,301,367,172,345.0,5000,6.9,13.2,Bajo,Tormenta,0
Cisneros,Martes,1,0,0,287,457,385,635,441.0,5000,8.8,4.3,Bajo,Lluvia,0
La Estrella,Miercoles,16,0,0,2186,1200,806,1791,1495.8,5000,29.9,4.4,Bajo,Tormenta,0
Tricentenario,Sabado,14,1,1,2482,1561,1567,751,1590.2,5000,31.8,17.6,Bajo,Lluvia,0
La Estrella,Lunes,16,0,0,806,1380,1844,1553,1395.8,5000,27.9,8.8,Bajo,Lluvia,1
San Antonio,Martes,18,1,0,3908,2391,2204,6347,3712.5,5000,74.2,10.1,Medio,Soleado,0
Itagui,Sabado,4,0,1,142,155,229,397,230.8,5000,4.6,11.6,Bajo,Tormenta,1
Suramericana,Jueves,8,1,0,1105,804,2324,1619,1463.0,5000,29.3,15.1,Bajo,Nublado,0
San Javier,Domingo,20,0,1,484,768,1087,1019,839.5,5000,16.8,2.1,Bajo,Nublado,1
Aguacatala,Domingo,18,1,1,728,1829,898,1102,1139.2,5000,22.8,21.0,Bajo,Tormenta,0
Santa Lucia,Lunes,15,0,0,1426,1883,2049,737,1523.8,5000,30.5,4.9,Bajo,Lluvia,0
Itagui,Lunes,0,0,0,118,420,569,411,379.5,5000,7.6,4.7,Bajo,Lluvia,0
Madera,Martes,16,0,0,1075,1788,1778,1588,1557.2,5000,31.1,9.7,Bajo,Lluvia,0
Hospital,Sabado,13,1,1,1623,950,2028,912,1378.2,5000,27.6,21.6,Bajo,Tormenta,0
Aguacatala,Martes,1,0,0,468,304,221,591,396.0,5000,7.9,9.9,Bajo,Nublado,0
Suramericana,Domingo,9,0,1,1322,926,826,717,947.8,5000,19.0,6.3,Bajo,Tormenta,0
Exposiciones,Domingo,9,0,1,3142,2085,2227,2129,2395.8,5000,47.9,2.5,Bajo,Soleado,0
Tricentenario,Miercoles,20,0,0,984,1422,1046,1421,1218.2,5000,24.4,5.4,Bajo,Tormenta,1
Envigado,Viernes,20,0,0,1397,1193,1489,670,1187.2,5000,23.7,11.0,Bajo,Lluvia,0
Niquia,Martes,9,0,0,4379,1396,2402,1311,2372.0,5000,47.4,5.0,Bajo,Lluvia,0
Alpujarra,Jueves,23,0,0,464,885,702,1152,800.8,5000,16.0,12.9,Bajo,Tormenta,0
San Antonio,Sabado,18,1,1,2644,3281,4188,3118,3307.8,5000,66.2,4.7,Medio,Lluvia,1
Santa Lucia,Jueves,19,1,0,3223,2553,1786,1689,2312.8,5000,46.3,19.6,Bajo,Soleado,0
Estadio,Miercoles,6,1,0,959,1929,1160,2123,1542.8,5000,30.9,21.5,Bajo,Tormenta,1
Envigado,Lunes,9,0,0,1452,549,1877,809,1171.8,5000,23.4,13.9,Bajo,Soleado,1
Prado,Miercoles,10,0,0,1670,1676,1031,919,1324.0,5000,26.5,5.1,Bajo,Nublado,0
Aguacatala,Sabado,20,0,1,1169,695,826,431,780.2,5000,15.6,9.3,Bajo,Lluvia,0
San Antonio,Lunes,12,1,0,4425,3016,5160,3081,3920.5,5000,78.4,6.5,Medio,Soleado,0
Itagui,Jueves,3,0,0,390,361,667,436,463.5,5000,9.3,14.5,Bajo,Nublado,0
Caribe,Martes,10,0,0,875,1694,1270,1351,1297.5,5000,25.9,7.8,Bajo,Lluvia,0
Poblado,Sabado,0,0,1,1620,1880,445,783,1182.0,5000,23.6,2.3,Bajo,Nublado,0
Poblado,Domingo,3,0,1,1584,2270,878,624,1339.0,5000,26.8,6.6,Bajo,Soleado,0
Caribe,Martes,12,1,0,1648,1086,3797,2051,2145.5,5000,42.9,4.8,Bajo,Lluvia,0
Exposiciones,Viernes,17,1,0,3822,1033,1485,2985,2331.2,5000,46.6,18.8,Bajo,Nublado,1
Sabaneta,Lunes,3,0,0,198,193,334,277,250.5,5000,5.0,8.8,Bajo,Soleado,0
Hospital,Viernes,15,0,0,2017,697,924,1097,1183.8,5000,23.7,4.9,Bajo,Lluvia,1
Sabaneta,Jueves,3,0,0,321,518,413,201,363.2,5000,7.3,7.1,Bajo,Tormenta,1
Acevedo,Miercoles,17,1,0,5586,5867,2279,2258,3997.5,5000,80.0,16.2,Medio,Lluvia,0
Ayura,Viernes,2,0,0,330,161,484,208,295.8,5000,5.9,9.7,Bajo,Soleado,0
Itagui,Sabado,7,1,1,1500,605,1966,1346,1354.2,5000,27.1,4.9,Bajo,Soleado,1
Niquia,Jueves,1,0,0,744,743,1292,906,921.2,5000,18.4,13.4,Bajo,Lluvia,0
San Antonio,Domingo,6,1,1,2993,1067,4613,2517,2797.5,5000,56.0,13.7,Medio,Soleado,0
Aguacatala,Miercoles,15,0,0,1343,1203,1887,903,1334.0,5000,26.7,14.0,Bajo,Nublado,0
Estadio,Martes,11,1,0,2321,2615,1973,1214,2030.8,5000,40.6,16.6,Bajo,Lluvia,0
San Antonio,Domingo,13,1,1,2545,4364,1545,2466,2730.0,5000,54.6,3.2,Medio,Tormenta,0
Bello,Domingo,4,0,1,241,278,333,239,272.8,5000,5.5,5.5,Bajo,Lluvia,1
Hospital,Lunes,17,1,0,2502,3561,3952,3599,3403.5,5000,68.1,15.6,Medio,Nublado,0
Acevedo,Miercoles,13,1,0,5530,5798,5196,1731,4563.8,5000,91.3,9.9,Alto,Soleado,0
San Javier,Viernes,18,1,0,1193,1192,1789,1305,1369.8,5000,27.4,5.3,Bajo,Lluvia,0
Itagui,Sabado,4,0,1,96,415,113,346,242.5,5000,4.9,10.7,Bajo,Nublado,0
San Javier,Lunes,5,0,0,434,191,185,416,306.5,5000,6.1,5.2,Bajo,Tormenta,0
Cisneros,Lunes,12,1,0,3517,942,2773,1819,2262.8,5000,45.3,13.5,Bajo,Lluvia,1
Estadio,Lunes,22,0,0,1262,1224,1573,483,1135.5,5000,22.7,14.8,Bajo,Tormenta,0
Estadio,Lunes,19,1,0,2033,1023,1886,3719,2165.2,5000,43.3,10.9,Bajo,Lluvia,0
Madera,Viernes,11,1,0,1154,2730,2617,2913,2353.5,5000,47.1,21.2,Bajo,Nublado,0
San Javier,Miercoles,21,0,0,1652,1759,1567,1327,1576.2,5000,31.5,6.5,Bajo,Soleado,0
Caribe,Lunes,1,0,0,158,650,436,533,444.2,5000,8.9,8.4,Bajo,Soleado,0
San Antonio,Lunes,16,0,0,1775,1727,2816,2694,2253.0,5000,45.1,5.8,Bajo,Nublado,0
Tricentenario,Lunes,7,1,0,2336,1335,1394,1436,1625.2,5000,32.5,4.1,Bajo,Tormenta,0
San Antonio,Martes,20,0,0,1147,2271,1270,2063,1687.8,5000,33.8,8.4,Bajo,Lluvia,1
La Estrella,Martes,17,1,0,3390,1337,1240,2607,2143.5,5000,42.9,10.8,Bajo,Soleado,0
San Antonio,Lunes,23,0,0,390,784,665,1035,718.5,5000,14.4,11.6,Bajo,Soleado,0
Poblado,Jueves,1,0,0,672,385,1266,1079,850.5,5000,17.0,13.9,Bajo,Tormenta,0
Prado,Domingo,4,0,1,225,195,230,289,234.8,5000,4.7,3.5,Bajo,Soleado,1
Floresta,Sabado,13,1,1,673,1404,790,983,962.5,5000,19.2,17.1,Bajo,Tormenta,1
Hospital,Jueves,3,0,0,411,224,227,174,259.0,5000,5.2,8.1,Bajo,Lluvia,0
Alpujarra,Miercoles,16,0,0,4157,1897,2782,2798,2908.5,5000,58.2,3.8,Medio,Tormenta,1
Itagui,Jueves,1,0,0,437,482,191,232,335.5,5000,6.7,6.1,Bajo,Tormenta,0
Sabaneta,Miercoles,21,0,0,1964,1600,1382,520,1366.5,5000,27.3,4.3,Bajo,Soleado,0
Parque Berrio,Sabado,10,0,1,1440,3728,960,1459,1896.8,5000,37.9,5.5,Bajo,Nublado,0
La Estrella,Jueves,16,0,0,1713,1373,1007,2038,1532.8,5000,30.7,11.5,Bajo,Tormenta,1
Aguacatala,Miercoles,3,0,0,376,436,624,120,389.0,5000,7.8,10.5,Bajo,Lluvia,0
Niquia,Jueves,20,0,0,4129,2731,1475,1676,2502.8,5000,50.1,2.3,Medio,Soleado,1
Sabaneta,Viernes,16,0,0,684,1765,1542,626,1154.2,5000,23.1,7.1,Bajo,Soleado,1
Cisneros,Miercoles,20,0,0,1695,1605,1206,1380,1471.5,5000,29.4,7.8,Bajo,Soleado,0
Caribe,Sabado,4,0,1,350,267,315,165,274.2,5000,5.5,4.0,Bajo,Lluvia,1
Acevedo,Viernes,3,0,0,892,553,686,713,711.0,5000,14.2,11.9,Bajo,Tormenta,0
Niquia,Sabado,9,0,1,1768,2409,761,2216,1788.5,5000,35.8,7.9,Bajo,Tormenta,1
Madera,Viernes,10,0,0,682,517,1754,1738,1172.8,5000,23.5,12.9,Bajo,Lluvia,0
